Primary City,Account Number,CUSTOMER_TYPE,Data Subscribed (GB),Data Bonus (GB),Bonus Used,YM
Abuja,1005055,Retail,145.23,58.56,15.16,1-Aug-19
Abuja,1005055,Retail,115.36,33.9,33.9,1-Sep-19
Lagos,1005056,Retail,145.23,21.2,0,1-Jul-19
Lagos,1005056,Retail,162.74,26.64,26.64,1-Oct-19
Lagos,1005056,Retail,174.07,60.55,22.49,1-Nov-19
Lagos,1005056,Retail,176.13,11.8,10.65,1-Dec-19
Lagos,1005056,Retail,186.43,27.22,5.8,1-Aug-19
Lagos,1005056,Retail,131.84,0.73,0,1-Sep-19
Lagos,1005057,Retail,158.62,7.73,7.73,1-Jul-19
Lagos,1005057,Retail,180.25,62.16,0,1-Oct-19
Lagos,1005057,Retail,193.64,37.47,0,1-Nov-19
Lagos,1005057,Retail,195.7,92.84,92.84,1-Dec-19
Lagos,1005057,Retail,201.88,48.4,0,1-Aug-19
Lagos,1005057,Retail,144.2,11.38,0,1-Sep-19
Kano,1005058,Retail,113.3,28.29,28.29,1-Dec-19
Kano,1005058,Retail,114.33,13.37,13.37,1-Nov-19
Kano,1005058,Retail,117.42,51.35,51.35,1-Oct-19
Kano,1005058,Retail,124.63,13.74,13.74,1-Jul-19
Kano,1005058,Retail,128.75,36.28,0,1-Aug-19
Kano,1005058,Retail,104.03,45.66,45.66,1-Sep-19
Port Harcourt,1005059,Retail,0,0,0,1-Dec-19
Port Harcourt,1005059,Retail,134.93,6.62,6.62,1-Nov-19
Port Harcourt,1005059,Retail,141.11,115.86,115.86,1-Jul-19
Port Harcourt,1005059,Retail,145.23,50.12,50.12,1-Aug-19
Onitsha,1005060,Retail,121.54,15.7,15.7,1-Dec-19
Onitsha,1005060,Retail,129.78,15.18,15.18,1-Jul-19
Onitsha,1005060,Retail,133.9,38.04,0,1-Aug-19
Onitsha,1005060,Retail,108.15,13.4,13.4,1-Sep-19
Abuja,1005061,Retail,121.54,11.24,11.24,1-Oct-19
Abuja,1005061,Retail,121.54,20.42,3.93,1-Nov-19
Abuja,1005061,Retail,121.54,11.29,9.53,1-Dec-19
Abuja,1005061,Retail,129.78,100.17,100.17,1-Jul-19
Abuja,1005061,Retail,133.9,59.78,59.78,1-Aug-19
Abuja,1005061,Retail,108.15,41.81,41.81,1-Sep-19
Abuja,1005062,Retail,121.54,29.81,29.81,1-Oct-19
Abuja,1005062,Retail,121.54,42.83,0.73,1-Nov-19
Abuja,1005062,Retail,121.54,25.66,25.66,1-Dec-19
Abuja,1005062,Retail,129.78,5.4,5.4,1-Jul-19
Abuja,1005062,Retail,133.9,10.28,10.28,1-Aug-19
Abuja,1005062,Retail,108.15,24.83,24.83,1-Sep-19
Abuja,1005063,Retail,104.03,9.55,9.55,1-Jul-19
Abuja,1005063,Retail,110.21,38.63,0,1-Dec-19
Abuja,1005063,Retail,114.33,24.67,24.67,1-Oct-19
Abuja,1005063,Retail,118.45,43.37,43.37,1-Aug-19
Abuja,1005063,Retail,120.51,12.75,0,1-Nov-19
Abuja,1005063,Retail,97.85,23.16,23.16,1-Sep-19
Kano,1005064,Retail,170.98,51.49,51.49,1-Jul-19
Kano,1005064,Retail,180.25,20.47,0,1-Oct-19
Kano,1005064,Retail,192.61,176.5,176.5,1-Aug-19
Kano,1005064,Retail,199.82,93.29,93.29,1-Dec-19
Kano,1005064,Retail,206,27.22,27.22,1-Nov-19
Kano,1005064,Retail,146.26,46.21,26.07,1-Sep-19
Port Harcourt,1005065,Retail,145.23,68.17,68.17,1-Jul-19
Port Harcourt,1005065,Retail,180.25,77.13,24.82,1-Oct-19
Port Harcourt,1005065,Retail,186.43,142.34,142.34,1-Aug-19
Port Harcourt,1005065,Retail,193.64,59.16,0,1-Nov-19
Port Harcourt,1005065,Retail,195.7,70.42,70.42,1-Dec-19
Port Harcourt,1005065,Retail,131.84,22.09,22.09,1-Sep-19
Lagos,1005066,Retail,170.98,45.77,40.86,1-Jul-19
Lagos,1005066,Retail,180.25,57.64,0,1-Oct-19
Lagos,1005066,Retail,192.61,81.16,81.16,1-Aug-19
Lagos,1005066,Retail,199.82,157.93,157.93,1-Dec-19
Lagos,1005066,Retail,206,26.13,5.28,1-Nov-19
Lagos,1005066,Retail,146.26,19.16,0,1-Sep-19
Lagos,1005067,Retail,170.98,54.8,54.8,1-Jul-19
Lagos,1005067,Retail,180.25,57.12,57.12,1-Oct-19
Lagos,1005067,Retail,192.61,29.88,29.88,1-Aug-19
Lagos,1005067,Retail,199.82,95.28,95.28,1-Dec-19
Lagos,1005067,Retail,206,86.62,86.62,1-Nov-19
Lagos,1005067,Retail,146.26,80.31,0,1-Sep-19
Onitsha,1005068,Retail,98.88,23.41,23.41,1-Oct-19
Onitsha,1005068,Retail,118.45,33.84,33.84,1-Jul-19
Onitsha,1005068,Retail,122.57,97.42,97.42,1-Dec-19
Onitsha,1005068,Retail,125.66,41.75,3.19,1-Aug-19
Onitsha,1005068,Retail,125.66,37.22,16.35,1-Nov-19
Onitsha,1005068,Retail,158.62,112.1,112.1,1-Jul-19
Onitsha,1005068,Retail,180.25,60.71,0,1-Oct-19
Onitsha,1005068,Retail,193.64,7.23,0,1-Nov-19
Onitsha,1005068,Retail,195.7,76.42,31.65,1-Dec-19
Onitsha,1005068,Retail,201.88,1.87,0,1-Aug-19
Onitsha,1005068,Retail,144.2,47.7,5.96,1-Sep-19
Onitsha,1005068,Retail,51.5,21.46,21.46,1-Sep-19
Abuja,1005069,Retail,104.03,1.63,1.63,1-Jul-19
Abuja,1005069,Retail,110.21,18.83,12.54,1-Dec-19
Abuja,1005069,Retail,114.33,37.46,0,1-Oct-19
Abuja,1005069,Retail,118.45,11.75,0,1-Aug-19
Abuja,1005069,Retail,120.51,55.07,45.34,1-Nov-19
Abuja,1005069,Retail,97.85,45.38,45.38,1-Sep-19
Lagos,1005070,Retail,130.81,54.09,0.83,1-Dec-19
Lagos,1005070,Retail,134.93,40.61,40.61,1-Oct-19
Lagos,1005070,Retail,134.93,39.45,0,1-Nov-19
Lagos,1005070,Retail,141.11,27.92,27.92,1-Jul-19
Lagos,1005070,Retail,145.23,28.88,28.88,1-Aug-19
Lagos,1005070,Retail,115.36,36.84,36.84,1-Sep-19
Lagos,1005071,Retail,114.33,42.67,0,1-Dec-19
Lagos,1005071,Retail,118.45,1.96,0,1-Jul-19
Lagos,1005071,Retail,118.45,11.47,11.19,1-Oct-19
Lagos,1005071,Retail,118.45,41.11,23.83,1-Nov-19
Lagos,1005071,Retail,125.66,54.5,0,1-Aug-19
Lagos,1005071,Retail,99.91,4.25,4.25,1-Sep-19
Port Harcourt,1005072,Retail,130.81,5.58,0,1-Dec-19
Port Harcourt,1005072,Retail,134.93,64.04,23.56,1-Oct-19
Port Harcourt,1005072,Retail,134.93,2.92,0,1-Nov-19
Port Harcourt,1005072,Retail,141.11,47.69,47.69,1-Jul-19
Port Harcourt,1005072,Retail,145.23,54.52,0,1-Aug-19
Port Harcourt,1005072,Retail,115.36,4.18,4.18,1-Sep-19
Kano,1005073,Retail,118.45,57.29,57.29,1-Dec-19
Kano,1005073,Retail,126.69,57.85,17.93,1-Jul-19
Kano,1005073,Retail,130.81,0.39,0.39,1-Oct-19
Kano,1005073,Retail,135.96,30.86,0,1-Nov-19
Kano,1005073,Retail,136.99,58.43,58.43,1-Aug-19
Kano,1005073,Retail,118.45,48.84,0,1-Sep-19
Lagos,1005074,Retail,130.81,84.66,35.65,1-Dec-19
Lagos,1005074,Retail,134.93,7.87,7.87,1-Oct-19
Lagos,1005074,Retail,134.93,25.83,25.83,1-Nov-19
Lagos,1005074,Retail,141.11,47.95,0,1-Jul-19
Lagos,1005074,Retail,145.23,6.75,6.75,1-Aug-19
Lagos,1005074,Retail,115.36,50.77,50.77,1-Sep-19
Kano,1005075,Retail,130.81,59.27,59.27,1-Dec-19
Kano,1005075,Retail,134.93,27.41,27.41,1-Oct-19
Kano,1005075,Retail,134.93,38.41,38.41,1-Nov-19
Kano,1005075,Retail,141.11,32.63,32.63,1-Jul-19
Kano,1005075,Retail,145.23,0.21,0.21,1-Aug-19
Kano,1005075,Retail,115.36,16.83,0,1-Sep-19
Lagos,1005076,Retail,121.54,41.91,41.91,1-Oct-19
Lagos,1005076,Retail,121.54,8.59,8.59,1-Nov-19
Lagos,1005076,Retail,121.54,89.3,89.3,1-Dec-19
Lagos,1005076,Retail,129.78,6.88,6.88,1-Jul-19
Lagos,1005076,Retail,133.9,51.93,51.93,1-Aug-19
Lagos,1005076,Retail,108.15,51.06,51.06,1-Sep-19
Port Harcourt,1005077,Retail,124.63,11.71,6.92,1-Nov-19
Port Harcourt,1005077,Retail,124.63,38.47,38.47,1-Dec-19
Port Harcourt,1005077,Retail,126.69,74.24,74.24,1-Oct-19
Port Harcourt,1005077,Retail,133.9,31.74,15.76,1-Jul-19
Port Harcourt,1005077,Retail,138.02,28.57,28.07,1-Aug-19
Port Harcourt,1005077,Retail,111.24,13.53,10.22,1-Sep-19
Lagos,1005078,Retail,0,0,0,1-Oct-19
Lagos,1005078,Retail,0,0,0,1-Nov-19
Lagos,1005078,Retail,0,0,0,1-Dec-19
Lagos,1005078,Retail,133.9,63.93,63.93,1-Jul-19
Lagos,1005078,Retail,138.02,45.48,0,1-Aug-19
Lagos,1005078,Retail,0,0,0,1-Sep-19
Lagos,1005079,Retail,118.45,81.23,39.31,1-Dec-19
Lagos,1005079,Retail,126.69,25.32,0,1-Jul-19
Lagos,1005079,Retail,130.81,35.49,26.51,1-Oct-19
Lagos,1005079,Retail,135.96,86.79,0,1-Nov-19
Lagos,1005079,Retail,136.99,12.37,12.37,1-Aug-19
Lagos,1005079,Retail,118.45,54.53,54.53,1-Sep-19
Kano,1005080,Retail,130.81,10.48,0,1-Dec-19
Kano,1005080,Retail,134.93,20.6,20.6,1-Oct-19
Kano,1005080,Retail,134.93,65.23,0,1-Nov-19
Kano,1005080,Retail,141.11,16.05,16.05,1-Jul-19
Kano,1005080,Retail,145.23,19.55,18.88,1-Aug-19
Kano,1005080,Retail,221.45,195.42,95.29,1-Jul-19
Kano,1005080,Retail,295.61,12.42,12.42,1-Aug-19
Kano,1005080,Retail,311.06,148.33,31.35,1-Nov-19
Kano,1005080,Retail,311.06,41.28,41.28,1-Dec-19
Kano,1005080,Retail,453.2,73.25,73.25,1-Oct-19
Kano,1005080,Retail,115.36,23.53,4.87,1-Sep-19
Kano,1005080,Retail,434.66,202.4,202.4,1-Sep-19
Onitsha,1005081,Retail,104.03,61.27,13.22,1-Jul-19
Onitsha,1005081,Retail,110.21,29.54,29.54,1-Dec-19
Onitsha,1005081,Retail,114.33,10.85,10.85,1-Oct-19
Onitsha,1005081,Retail,118.45,22.24,22.24,1-Aug-19
Onitsha,1005081,Retail,120.51,33.63,33.63,1-Nov-19
Onitsha,1005081,Retail,97.85,31.84,31.84,1-Sep-19
Port Harcourt,1005082,Retail,118.45,10.43,10.43,1-Dec-19
Port Harcourt,1005082,Retail,126.69,39.1,39.1,1-Jul-19
Port Harcourt,1005082,Retail,130.81,0.35,0.05,1-Oct-19
Port Harcourt,1005082,Retail,135.96,56.75,0,1-Nov-19
Port Harcourt,1005082,Retail,136.99,6.89,0.73,1-Aug-19
Port Harcourt,1005082,Retail,118.45,34.38,26.06,1-Sep-19
Abuja,1005083,Retail,121.54,24.19,24.19,1-Oct-19
Abuja,1005083,Retail,121.54,8.96,4.84,1-Nov-19
Abuja,1005083,Retail,121.54,34.47,34.47,1-Dec-19
Abuja,1005083,Retail,129.78,50.02,0,1-Jul-19
Abuja,1005083,Retail,133.9,42.92,0,1-Aug-19
Abuja,1005083,Retail,108.15,98.8,98.8,1-Sep-19
Abuja,1005084,Retail,121.54,72.94,27.59,1-Oct-19
Abuja,1005084,Retail,121.54,54.32,54.32,1-Nov-19
Abuja,1005084,Retail,121.54,29.01,29.01,1-Dec-19
Abuja,1005084,Retail,129.78,14.21,14.21,1-Jul-19
Abuja,1005084,Retail,133.9,59.13,59.13,1-Aug-19
Abuja,1005084,Retail,108.15,7.65,4.47,1-Sep-19
Abuja,1005085,Retail,121.54,3.69,3.69,1-Oct-19
Abuja,1005085,Retail,121.54,26.91,9.53,1-Nov-19
Abuja,1005085,Retail,121.54,41.92,0,1-Dec-19
Abuja,1005085,Retail,129.78,16.3,2.04,1-Jul-19
Abuja,1005085,Retail,133.9,46.71,0,1-Aug-19
Abuja,1005085,Retail,108.15,22.78,0,1-Sep-19
Port Harcourt,1005086,Retail,118.45,71.47,71.47,1-Dec-19
Port Harcourt,1005086,Retail,126.69,36.38,36.38,1-Jul-19
Port Harcourt,1005086,Retail,130.81,104.12,104.12,1-Oct-19
Port Harcourt,1005086,Retail,135.96,5.14,5.14,1-Nov-19
Port Harcourt,1005086,Retail,136.99,0.94,0.9,1-Aug-19
Port Harcourt,1005086,Retail,118.45,21.27,21.27,1-Sep-19
Port Harcourt,1005087,Retail,122.57,2.21,2.21,1-Jul-19
Port Harcourt,1005087,Retail,139.05,34.7,34.7,1-Aug-19
Port Harcourt,1005087,Retail,139.05,88.58,88.58,1-Dec-19
Port Harcourt,1005087,Retail,141.11,3,3,1-Oct-19
Port Harcourt,1005087,Retail,147.29,50.3,50.3,1-Nov-19
Port Harcourt,1005087,Retail,105.06,14.58,14.58,1-Sep-19
Kano,1005088,Retail,118.45,111.86,111.86,1-Dec-19
Kano,1005088,Retail,126.69,114.42,114.42,1-Jul-19
Kano,1005088,Retail,130.81,55.42,55.42,1-Oct-19
Kano,1005088,Retail,135.96,46.73,33.47,1-Nov-19
Kano,1005088,Retail,136.99,49.2,0,1-Aug-19
Kano,1005088,Retail,118.45,46.14,25.37,1-Sep-19
Port Harcourt,1005089,Retail,104.03,24.44,24.44,1-Jul-19
Port Harcourt,1005089,Retail,110.21,52.82,25.24,1-Dec-19
Port Harcourt,1005089,Retail,114.33,64.18,64.18,1-Oct-19
Port Harcourt,1005089,Retail,118.45,18.72,18.72,1-Aug-19
Port Harcourt,1005089,Retail,120.51,40.37,40.37,1-Nov-19
Port Harcourt,1005089,Retail,97.85,6.91,6.91,1-Sep-19
Port Harcourt,1005090,Retail,118.45,24.08,20.5,1-Dec-19
Port Harcourt,1005090,Retail,126.69,42.16,42.16,1-Jul-19
Port Harcourt,1005090,Retail,130.81,49.42,49.42,1-Oct-19
Port Harcourt,1005090,Retail,135.96,50.02,50.02,1-Nov-19
Port Harcourt,1005090,Retail,136.99,45.4,45.4,1-Aug-19
Port Harcourt,1005090,Retail,118.45,32.74,32.74,1-Sep-19
Kano,1005091,Retail,118.45,96.8,96.8,1-Dec-19
Kano,1005091,Retail,126.69,3.03,1.07,1-Jul-19
Kano,1005091,Retail,130.81,24.91,0,1-Oct-19
Kano,1005091,Retail,135.96,106.63,106.63,1-Nov-19
Kano,1005091,Retail,136.99,23.05,0,1-Aug-19
Kano,1005091,Retail,118.45,3.32,3.32,1-Sep-19
Abuja,1005092,Retail,145.23,34.65,30.19,1-Jul-19
Abuja,1005092,Retail,162.74,72.22,0,1-Oct-19
Abuja,1005092,Retail,174.07,11.9,11.9,1-Nov-19
Abuja,1005092,Retail,176.13,21.62,4.35,1-Dec-19
Abuja,1005092,Retail,186.43,3.86,3.86,1-Aug-19
Abuja,1005092,Retail,131.84,18.67,18.67,1-Sep-19
Lagos,1005093,Retail,0,0,0,1-Dec-19
Lagos,1005093,Retail,51.5,37.27,37.27,1-Jul-19
Lagos,1005093,Retail,51.5,4.14,4.14,1-Aug-19
Lagos,1005093,Retail,67.98,34.24,34.24,1-Oct-19
Lagos,1005093,Retail,78.28,2.41,2.23,1-Oct-19
Lagos,1005093,Retail,89.61,23.55,2.25,1-Jul-19
Lagos,1005093,Retail,100.94,30.21,11.97,1-Aug-19
Lagos,1005093,Retail,110.21,35.17,35.17,1-Nov-19
Lagos,1005093,Retail,239.99,41.09,8.42,1-Dec-19
Lagos,1005093,Retail,327.54,128.37,96.72,1-Nov-19
Lagos,1005093,Retail,116.39,0.44,0.44,1-Sep-19
Lagos,1005093,Retail,118.45,47.14,47.14,1-Sep-19
Abuja,1005094,Retail,97.85,39.21,39.21,1-Jul-19
Abuja,1005094,Retail,116.39,49.1,8.4,1-Nov-19
Abuja,1005094,Retail,174.07,122.11,122.11,1-Oct-19
Abuja,1005094,Retail,271.92,245.07,245.07,1-Aug-19
Abuja,1005094,Retail,311.06,125.91,125.91,1-Dec-19
Abuja,1005094,Retail,143.17,24.16,23.45,1-Sep-19
Lagos,1005095,Retail,51.5,11.86,0,1-Jul-19
Lagos,1005095,Retail,51.5,17.97,17.97,1-Aug-19
Lagos,1005095,Retail,55.62,25.9,15.41,1-Oct-19
Lagos,1005095,Retail,103,45.47,31.53,1-Nov-19
Lagos,1005095,Retail,157.59,44.84,35.27,1-Dec-19
Lagos,1005095,Retail,52.53,23.73,11.43,1-Sep-19
Lagos,1005096,Retail,221.45,76.15,76.15,1-Jul-19
Lagos,1005096,Retail,295.61,92.33,15.9,1-Aug-19
Lagos,1005096,Retail,311.06,69.16,0,1-Nov-19
Lagos,1005096,Retail,311.06,132.62,132.62,1-Dec-19
Lagos,1005096,Retail,453.2,275.06,263.36,1-Oct-19
Lagos,1005096,Retail,434.66,340.48,0,1-Sep-19
Lagos,1005097,Retail,182.31,50.32,50.32,1-Jul-19
Lagos,1005097,Retail,283.25,115.95,115.95,1-Aug-19
Lagos,1005097,Retail,311.06,148.41,0,1-Nov-19
Lagos,1005097,Retail,311.06,85.49,85.49,1-Dec-19
Lagos,1005097,Retail,406.85,64.3,64.3,1-Oct-19
Lagos,1005097,Retail,396.55,62.45,21.68,1-Sep-19
Onitsha,1005098,Retail,51.5,19.29,0,1-Jul-19
Onitsha,1005098,Retail,129.78,54.1,0,1-Nov-19
Onitsha,1005098,Retail,133.9,20.38,20.38,1-Oct-19
Onitsha,1005098,Retail,135.96,31.87,24.19,1-Aug-19
Onitsha,1005098,Retail,148.32,29.34,0,1-Dec-19
Onitsha,1005098,Retail,58.71,42.5,33.64,1-Sep-19
Port Harcourt,1005099,Retail,51.5,9.96,0,1-Jul-19
Port Harcourt,1005099,Retail,51.5,4.15,0,1-Aug-19
Port Harcourt,1005099,Retail,55.62,23.95,23.95,1-Oct-19
Port Harcourt,1005099,Retail,103,40.5,40.5,1-Nov-19
Port Harcourt,1005099,Retail,157.59,37.23,37.23,1-Dec-19
Port Harcourt,1005099,Retail,52.53,11.75,0,1-Sep-19
Abuja,1005100,Retail,51.5,12.98,12.98,1-Jul-19
Abuja,1005100,Retail,51.5,47.51,47.51,1-Aug-19
Abuja,1005100,Retail,55.62,24.28,24.28,1-Oct-19
Abuja,1005100,Retail,103,24.09,5.85,1-Nov-19
Abuja,1005100,Retail,157.59,73.27,73.27,1-Dec-19
Abuja,1005100,Retail,52.53,18.83,18.83,1-Sep-19
Onitsha,1005101,Retail,51.5,44.66,44.66,1-Jul-19
Onitsha,1005101,Retail,51.5,7.08,6.33,1-Aug-19
Onitsha,1005101,Retail,55.62,23.13,23.13,1-Oct-19
Onitsha,1005101,Retail,103,39.55,39.55,1-Nov-19
Onitsha,1005101,Retail,104.03,50.24,50.24,1-Jul-19
Onitsha,1005101,Retail,110.21,53.26,53.26,1-Dec-19
Onitsha,1005101,Retail,114.33,65.33,65.33,1-Oct-19
Onitsha,1005101,Retail,118.45,24.38,24.38,1-Aug-19
Onitsha,1005101,Retail,120.51,102.83,31.95,1-Nov-19
Onitsha,1005101,Retail,157.59,67.44,0,1-Dec-19
Onitsha,1005101,Retail,52.53,20.15,15.42,1-Sep-19
Onitsha,1005101,Retail,97.85,68.75,0,1-Sep-19
Kano,1005102,Retail,133.9,48.52,48.52,1-Jul-19
Kano,1005102,Retail,150.38,68.98,68.98,1-Oct-19
Kano,1005102,Retail,227.63,53.75,47.13,1-Dec-19
Kano,1005102,Retail,252.35,49.38,0,1-Aug-19
Kano,1005102,Retail,268.83,92.63,92.63,1-Nov-19
Kano,1005102,Retail,168.92,47.76,0,1-Sep-19
Port Harcourt,1005103,Retail,133.9,9.51,9.51,1-Jul-19
Port Harcourt,1005103,Retail,150.38,54.78,54.78,1-Oct-19
Port Harcourt,1005103,Retail,227.63,61.62,45.55,1-Dec-19
Port Harcourt,1005103,Retail,252.35,227.67,227.67,1-Aug-19
Port Harcourt,1005103,Retail,268.83,199.48,49.25,1-Nov-19
Port Harcourt,1005103,Retail,168.92,64.61,0,1-Sep-19
Lagos,1005104,Retail,168.92,41.2,41.2,1-Jul-19
Lagos,1005104,Retail,196.73,88.12,88.12,1-Oct-19
Lagos,1005104,Retail,227.63,39.62,39.62,1-Dec-19
Lagos,1005104,Retail,311.06,11.38,11.38,1-Nov-19
Lagos,1005104,Retail,325.48,115.93,115.93,1-Aug-19
Lagos,1005104,Retail,218.36,83.21,81.14,1-Sep-19
Abuja,1005105,Retail,133.9,1.25,0,1-Jul-19
Abuja,1005105,Retail,150.38,42.74,7.18,1-Oct-19
Abuja,1005105,Retail,227.63,33.05,7.84,1-Dec-19
Abuja,1005105,Retail,252.35,8.75,8.01,1-Aug-19
Abuja,1005105,Retail,268.83,84.6,84.6,1-Nov-19
Abuja,1005105,Retail,168.92,72.77,13.82,1-Sep-19
Onitsha,1005106,Retail,103,9.13,0,1-Nov-19
Onitsha,1005106,Retail,115.36,38.77,0,1-Oct-19
Onitsha,1005106,Retail,118.45,39.05,29.1,1-Jul-19
Onitsha,1005106,Retail,228.66,115.59,115.59,1-Aug-19
Onitsha,1005106,Retail,259.56,15.7,0,1-Dec-19
Onitsha,1005106,Retail,122.57,46.73,12.54,1-Sep-19
Kano,1005107,Retail,72.1,68.53,68.53,1-Jul-19
Kano,1005107,Retail,100.94,0.8,0.8,1-Oct-19
Kano,1005107,Retail,103,9.65,0,1-Nov-19
Kano,1005107,Retail,141.11,38.91,38.91,1-Aug-19
Kano,1005107,Retail,251.32,118.55,118.55,1-Dec-19
Kano,1005107,Retail,106.09,42.68,42.68,1-Sep-19
Abuja,1005108,Retail,103,1.91,1.91,1-Nov-19
Abuja,1005108,Retail,108.15,50.76,17.13,1-Oct-19
Abuja,1005108,Retail,121.54,52.48,34.67,1-Jul-19
Abuja,1005108,Retail,243.08,53.84,53.84,1-Aug-19
Abuja,1005108,Retail,256.47,133.39,133.39,1-Dec-19
Abuja,1005108,Retail,114.33,58.77,58.77,1-Sep-19
Onitsha,1005109,Retail,72.1,27.4,27.4,1-Jul-19
Onitsha,1005109,Retail,100.94,16.38,16.38,1-Oct-19
Onitsha,1005109,Retail,103,23.74,23.74,1-Nov-19
Onitsha,1005109,Retail,141.11,7.9,7.9,1-Aug-19
Onitsha,1005109,Retail,251.32,92.95,92.95,1-Dec-19
Onitsha,1005109,Retail,106.09,2.39,2.21,1-Sep-19
Kano,1005110,Retail,100.94,30.6,0,1-Oct-19
Kano,1005110,Retail,103,1.33,1.33,1-Nov-19
Kano,1005110,Retail,107.12,51.43,51.43,1-Jul-19
Kano,1005110,Retail,224.54,33.13,30.99,1-Aug-19
Kano,1005110,Retail,251.32,162.83,162.83,1-Dec-19
Kano,1005110,Retail,106.09,37.4,11.79,1-Sep-19
Kano,1005111,Retail,88.58,33.99,8.57,1-Aug-19
Kano,1005111,Retail,103,25.15,25.15,1-Nov-19
Kano,1005111,Retail,115.36,10.86,0,1-Oct-19
Kano,1005111,Retail,124.63,8.37,8.37,1-Jul-19
Kano,1005111,Retail,259.56,79.57,0,1-Dec-19
Kano,1005111,Retail,122.57,11.88,11.88,1-Sep-19
Onitsha,1005112,Retail,51.5,10.33,10.33,1-Jul-19
Onitsha,1005112,Retail,51.5,16.11,0,1-Aug-19
Onitsha,1005112,Retail,76.22,21.84,21.84,1-Oct-19
Onitsha,1005112,Retail,103,38.82,38.82,1-Nov-19
Onitsha,1005112,Retail,188.49,7.18,7.18,1-Dec-19
Onitsha,1005112,Retail,74.16,1.5,0,1-Sep-19
Abuja,1005113,Retail,51.5,23.77,4.96,1-Jul-19
Abuja,1005113,Retail,51.5,15.84,15.84,1-Aug-19
Abuja,1005113,Retail,55.62,22.16,22.16,1-Oct-19
Abuja,1005113,Retail,103,21.08,21.08,1-Nov-19
Abuja,1005113,Retail,157.59,26.6,26.6,1-Dec-19
Abuja,1005113,Retail,52.53,22.69,0,1-Sep-19
Abuja,1005114,Retail,133.9,62.45,16.4,1-Jul-19
Abuja,1005114,Retail,150.38,55.68,0,1-Oct-19
Abuja,1005114,Retail,227.63,84.95,34.54,1-Dec-19
Abuja,1005114,Retail,252.35,118.95,118.95,1-Aug-19
Abuja,1005114,Retail,268.83,38.39,38.39,1-Nov-19
Abuja,1005114,Retail,168.92,35.39,0,1-Sep-19
Abuja,1005115,Retail,51.5,18.94,18.94,1-Jul-19
Abuja,1005115,Retail,126.69,71.63,58.54,1-Nov-19
Abuja,1005115,Retail,152.44,60.42,0,1-Oct-19
Abuja,1005115,Retail,188.49,90.64,90.64,1-Dec-19
Abuja,1005115,Retail,223.51,20.52,0,1-Aug-19
Abuja,1005115,Retail,154.5,6.28,0,1-Sep-19
Kano,1005116,Retail,0,0,0,1-Jul-19
Kano,1005116,Retail,0,0,0,1-Aug-19
Kano,1005116,Retail,0,0,0,1-Oct-19
Kano,1005116,Retail,0,0,0,1-Nov-19
Kano,1005116,Retail,0,0,0,1-Dec-19
Kano,1005116,Retail,51.5,10.08,10.08,1-Jul-19
Kano,1005116,Retail,51.5,14.85,0,1-Aug-19
Kano,1005116,Retail,55.62,23.54,23.54,1-Oct-19
Kano,1005116,Retail,103,14.62,10.48,1-Nov-19
Kano,1005116,Retail,157.59,44.85,0,1-Dec-19
Kano,1005116,Retail,0,0,0,1-Sep-19
Kano,1005116,Retail,52.53,3.45,3.45,1-Sep-19
Lagos,1005117,Retail,51.5,13.26,8.18,1-Jul-19
Lagos,1005117,Retail,126.69,12.46,8.9,1-Nov-19
Lagos,1005117,Retail,152.44,141.82,141.82,1-Oct-19
Lagos,1005117,Retail,188.49,35.21,35.21,1-Dec-19
Lagos,1005117,Retail,223.51,106.34,106.34,1-Aug-19
Lagos,1005117,Retail,154.5,47.81,47.81,1-Sep-19
Kano,1005118,Retail,52.53,4.94,0,1-Jul-19
Kano,1005118,Retail,67.98,18.3,18.3,1-Oct-19
Kano,1005118,Retail,89.61,25.25,0,1-Aug-19
Kano,1005118,Retail,103,34.08,0,1-Nov-19
Kano,1005118,Retail,152.44,62,0,1-Dec-19
Kano,1005118,Retail,51.5,7.27,0,1-Sep-19
Onitsha,1005119,Retail,103,23.82,0,1-Jul-19
Onitsha,1005119,Retail,103,2.22,2.22,1-Aug-19
Onitsha,1005119,Retail,128.75,21.7,21.7,1-Nov-19
Onitsha,1005119,Retail,130.81,9.33,9.33,1-Oct-19
Onitsha,1005119,Retail,188.49,25.91,25.91,1-Dec-19
Onitsha,1005119,Retail,121.54,53.71,21.34,1-Sep-19
Kano,1005120,Retail,51.5,17.79,0,1-Jul-19
Kano,1005120,Retail,126.69,52.34,52.34,1-Nov-19
Kano,1005120,Retail,152.44,72.2,72.2,1-Oct-19
Kano,1005120,Retail,188.49,7.9,0,1-Dec-19
Kano,1005120,Retail,223.51,28.73,0,1-Aug-19
Kano,1005120,Retail,154.5,1.71,1.71,1-Sep-19
Abuja,1005121,Retail,51.5,3.73,3.73,1-Jul-19
Abuja,1005121,Retail,126.69,25.83,25.83,1-Nov-19
Abuja,1005121,Retail,152.44,119.55,0,1-Oct-19
Abuja,1005121,Retail,188.49,81.72,81.72,1-Dec-19
Abuja,1005121,Retail,223.51,118.47,118.47,1-Aug-19
Abuja,1005121,Retail,154.5,16.64,0,1-Sep-19
Port Harcourt,1005122,Retail,22.66,10.71,10.71,1-Jul-19
Port Harcourt,1005122,Retail,65.92,5.11,5.11,1-Oct-19
